chi,eta,d,p,n1,n2,n3,k1,k2,first_rows,first_cols,second_rows,second_cols,first_cost_model,second_cost_model,local_cost_model,trial,ensemble,noise,oversample,n_power,sketch,mode,first_method,second_method,rel_error,first_iso_defect,second_iso_defect,first_time_s,second_time_s,total_time_s,rank_first,rank_second
4,4,2,2,32,8,16,16,4,32,128,32,64,131072,65536,196608,2,noisy_ring,0.0001,6,1,gaussian,rand_second,svd,rsvd-gaussian,0.00010447337677537239,5.280472246954638e-15,1.4409238935044278e-15,0.0006735000060871243,0.000232416030485183,0.0009059160365723073,16,4
4,4,2,2,32,8,16,16,4,32,128,32,64,131072,65536,196608,2,noisy_ring,0.0001,6,1,gaussian,rand_both,rsvd-gaussian,rsvd-gaussian,0.00010447354815882785,4.5804108030145646e-15,1.150973365695888e-15,0.0008032499463297427,0.00022729096235707402,0.0010305409086868167,16,4
4,6,2,2,48,12,24,24,6,48,288,72,96,663552,497664,1161216,0,noisy_ring,0.0001,6,1,gaussian,det,svd,svd,9.827021137849254e-05,6.806996063438109e-15,2.139785265481313e-15,0.002378834004048258,0.0037703340058214962,0.006149168009869754,24,6
4,6,2,2,48,12,24,24,6,48,288,72,96,663552,497664,1161216,0,noisy_ring,0.0001,6,1,gaussian,rand_first,rsvd-gaussian,svd,9.770620998413215e-05,6.559864109045256e-15,1.6504243554132528e-15,0.002798790985252708,0.0018149169627577066,0.004613707948010415,24,6
4,6,2,2,48,12,24,24,6,48,288,72,96,663552,497664,1161216,0,noisy_ring,0.0001,6,1,gaussian,rand_second,svd,rsvd-gaussian,9.840132331267398e-05,6.806996063438109e-15,2.1624868755092455e-15,0.0024894580128602684,0.0005307499668560922,0.0030202079797163606,24,6
4,6,2,2,48,12,24,24,6,48,288,72,96,663552,497664,1161216,0,noisy_ring,0.0001,6,1,gaussian,rand_both,rsvd-gaussian,rsvd-gaussian,9.805957378618805e-05,6.416967344711662e-15,1.6464563987213527e-15,0.0026933749904856086,0.0004433749709278345,0.003136749961413443,24,6
4,6,2,2,48,12,24,24,6,48,288,72,96,663552,497664,1161216,1,noisy_ring,0.0001,6,1,gaussian,det,svd,svd,9.837618972510247e-05,6.15758466946191e-15,2.8488316992916265e-15,0.0024060410214588046,0.0018777920049615204,0.004283833026420325,24,6
4,6,2,2,48,12,24,24,6,48,288,72,96,663552,497664,1161216,1,noisy_ring,0.0001,6,1,gaussian,rand_first,rsvd-gaussian,svd,9.857323981191838e-05,6.728795447457601e-15,2.038912975085353e-15,0.0027972920215688646,0.001833207963500172,0.0046304999850690365,24,6
4,6,2,2,48,12,24,24,6,48,288,72,96,663552,497664,1161216,1,noisy_ring,0.0001,6,1,gaussian,rand_second,svd,rsvd-gaussian,9.862058273594948e-05,6.15758466946191e-15,2.7033521421136945e-15,0.0023492909967899323,0.0004711250076070428,0.002820416004396975,24,6
4,6,2,2,48,12,24,24,6,48,288,72,96,663552,497664,1161216,1,noisy_ring,0.0001,6,1,gaussian,rand_both,rsvd-gaussian,rsvd-gaussian,9.886839131789098e-05,6.9040020460369346e-15,1.948289412651484e-15,0.0025879170279949903,0.0004361249739304185,0.003024042001925409,24,6
4,6,2,2,48,12,24,24,6,48,288,72,96,663552,497664,1161216,2,noisy_ring,0.0001,6,1,gaussian,det,svd,svd,9.768032179694563e-05,6.60928199708682e-15,2.5053217641094844e-15,0.0023949170135892928,0.0017912079929374158,0.004186125006526709,24,6
4,6,2,2,48,12,24,24,6,48,288,72,96,663552,497664,1161216,2,noisy_ring,0.0001,6,1,gaussian,rand_first,rsvd-gaussian,svd,9.721547139727746e-05,6.025192711019632e-15,2.4681714511801866e-15,0.0026317500160075724,0.0018225840176455677,0.00445433403365314,24,6
4,6,2,2,48,12,24,24,6,48,288,72,96,663552,497664,1161216,2,noisy_ring,0.0001,6,1,gaussian,rand_second,svd,rsvd-gaussian,9.8003169339641e-05,6.60928199708682e-15,2.2945113558432596e-15,0.00237499998183921,0.0004895839956589043,0.002864583977498114,24,6
4,6,2,2,48,12,24,24,6,48,288,72,96,663552,497664,1161216,2,noisy_ring,0.0001,6,1,gaussian,rand_both,rsvd-gaussian,rsvd-gaussian,9.753252370101086e-05,6.4319456244729336e-15,2.0281597045120077e-15,0.002562540990766138,0.00043245800770819187,0.0029949989984743297,24,6
4,8,2,2,64,16,32,32,8,64,512,128,128,2097152,2097152,4194304,0,noisy_ring,0.0001,6,1,gaussian,det,svd,svd,9.710677140627843e-05,7.2175425248316e-15,2.7146353463732754e-15,0.007075375004205853,0.006631916970945895,0.013707291975151747,32,8
4,8,2,2,64,16,32,32,8,64,512,128,128,2097152,2097152,4194304,0,noisy_ring,0.0001,6,1,gaussian,rand_first,rsvd-gaussian,svd,9.694464682519834e-05,8.94914009865541e-15,3.793432384313404e-15,0.006653624994214624,0.006414625036995858,0.013068250031210482,32,8
4,8,2,2,64,16,32,32,8,64,512,128,128,2097152,2097152,4194304,0,noisy_ring,0.0001,6,1,gaussian,rand_second,svd,rsvd-gaussian,9.762862276112433e-05,7.2175425248316e-15,3.4138195242686175e-15,0.007305708015337586,0.0009612500434741378,0.008266958058811724,32,8
4,8,2,2,64,16,32,32,8,64,512,128,128,2097152,2097152,4194304,0,noisy_ring,0.0001,6,1,gaussian,rand_both,rsvd-gaussian,rsvd-gaussian,9.741467502310372e-05,8.606343137921663e-15,2.9827303135577266e-15,0.006741207966115326,0.0008620410226285458,0.0076032489887438715,32,8
4,8,2,2,64,16,32,32,8,64,512,128,128,2097152,2097152,4194304,1,noisy_ring,0.0001,6,1,gaussian,det,svd,svd,9.670429704520122e-05,6.364431356093443e-15,2.5142857269868804e-15,0.007009040971752256,0.006429667002521455,0.013438707974273711,32,8
4,8,2,2,64,16,32,32,8,64,512,128,128,2097152,2097152,4194304,1,noisy_ring,0.0001,6,1,gaussian,rand_first,rsvd-gaussian,svd,9.66540877923298e-05,7.983415715389158e-15,2.4772674853545525e-15,0.006839999987278134,0.006625167035963386,0.01346516702324152,32,8
4,8,2,2,64,16,32,32,8,64,512,128,128,2097152,2097152,4194304,1,noisy_ring,0.0001,6,1,gaussian,rand_second,svd,rsvd-gaussian,9.699114720833276e-05,6.364431356093443e-15,1.865586843830983e-15,0.006986959022469819,0.0010025419760495424,0.007989500998519361,32,8
4,8,2,2,64,16,32,32,8,64,512,128,128,2097152,2097152,4194304,1,noisy_ring,0.0001,6,1,gaussian,rand_both,rsvd-gaussian,rsvd-gaussian,9.717543923159012e-05,8.053145634109072e-15,2.8746800935684636e-15,0.006809125014115125,0.0008827500278130174,0.007691875041928142,32,8
4,8,2,2,64,16,32,32,8,64,512,128,128,2097152,2097152,4194304,2,noisy_ring,0.0001,6,1,gaussian,det,svd,svd,9.642668125828359e-05,7.737635254358084e-15,2.6505204172284223e-15,0.007105541997589171,0.006652000010944903,0.013757542008534074,32,8
4,8,2,2,64,16,32,32,8,64,512,128,128,2097152,2097152,4194304,2,noisy_ring,0.0001,6,1,gaussian,rand_first,rsvd-gaussian,svd,9.689458924291162e-05,8.689242162787326e-15,2.4263484262191387e-15,0.006853792001493275,0.006435499992221594,0.013289291993714869,32,8
4,8,2,2,64,16,32,32,8,64,512,128,128,2097152,2097152,4194304,2,noisy_ring,0.0001,6,1,gaussian,rand_second,svd,rsvd-gaussian,9.696677888652985e-05,7.737635254358084e-15,2.3522322107397787e-15,0.007010458968579769,0.0008910420001484454,0.007901500968728215,32,8
4,8,2,2,64,16,32,32,8,64,512,128,128,2097152,2097152,4194304,2,noisy_ring,0.0001,6,1,gaussian,rand_both,rsvd-gaussian,rsvd-gaussian,9.731048721213125e-05,8.473880063531304e-15,1.970298344091697e-15,0.006703624967485666,0.0008550839847885072,0.0075587089522741735,32,8
4,10,2,2,80,20,40,40,10,80,800,200,160,5120000,6400000,11520000,0,noisy_ring,0.0001,6,1,gaussian,det,svd,svd,9.614858294972478e-05,9.193426881921827e-15,3.991434910668235e-15,0.014411125041078776,0.015998999995645136,0.030410125036723912,40,10
4,10,2,2,80,20,40,40,10,80,800,200,160,5120000,6400000,11520000,0,noisy_ring,0.0001,6,1,gaussian,rand_first,rsvd-gaussian,svd,9.612487636270214e-05,1.059973353202434e-14,2.816925961646524e-15,0.014883791969623417,0.015023707994259894,0.02990749996388331,40,10
4,10,2,2,80,20,40,40,10,80,800,200,160,5120000,6400000,11520000,0,noisy_ring,0.0001,6,1,gaussian,rand_second,svd,rsvd-gaussian,9.683306244761972e-05,9.193426881921827e-15,3.247983390812972e-15,0.014530416985508054,0.0016300830175168812,0.016160500003024936,40,10
4,10,2,2,80,20,40,40,10,80,800,200,160,5120000,6400000,11520000,0,noisy_ring,0.0001,6,1,gaussian,rand_both,rsvd-gaussian,rsvd-gaussian,9.689848950857629e-05,1.0438721514781613e-14,3.1899763209126526e-15,0.014743625011760741,0.0015230000135488808,0.016266625025309622,40,10
4,10,2,2,80,20,40,40,10,80,800,200,160,5120000,6400000,11520000,1,noisy_ring,0.0001,6,1,gaussian,det,svd,svd,9.629005580029642e-05,8.519050410998933e-15,2.9348990640977516e-15,0.01456924999365583,0.015189166995696723,0.029758416989352554,40,10
4,10,2,2,80,20,40,40,10,80,800,200,160,5120000,6400000,11520000,1,noisy_ring,0.0001,6,1,gaussian,rand_first,rsvd-gaussian,svd,9.636312552055482e-05,1.0366202796338158e-14,3.91835375973963e-15,0.014556457987055182,0.015105624974239618,0.0296620829612948,40,10
4,10,2,2,80,20,40,40,10,80,800,200,160,5120000,6400000,11520000,1,noisy_ring,0.0001,6,1,gaussian,rand_second,svd,rsvd-gaussian,9.696843511110658e-05,8.519050410998933e-15,3.2938107831711313e-15,0.01471454103011638,0.0017251669778488576,0.016439708007965237,40,10
4,10,2,2,80,20,40,40,10,80,800,200,160,5120000,6400000,11520000,1,noisy_ring,0.0001,6,1,gaussian,rand_both,rsvd-gaussian,rsvd-gaussian,9.696829377823362e-05,1.0103971539670501e-14,2.967575599913035e-15,0.01462725002784282,0.0016043749637901783,0.016231624991632998,40,10
4,10,2,2,80,20,40,40,10,80,800,200,160,5120000,6400000,11520000,2,noisy_ring,0.0001,6,1,gaussian,det,svd,svd,9.625507436544606e-05,8.869948418214521e-15,2.362316777059067e-15,0.01456216600490734,0.01513941603479907,0.02970158203970641,40,10
4,10,2,2,80,20,40,40,10,80,800,200,160,5120000,6400000,11520000,2,noisy_ring,0.0001,6,1,gaussian,rand_first,rsvd-gaussian,svd,9.627747585682337e-05,9.989526445909376e-15,3.841831984502874e-15,0.01447166601428762,0.015068832959514111,0.029540498973801732,40,10
4,10,2,2,80,20,40,40,10,80,800,200,160,5120000,6400000,11520000,2,noisy_ring,0.0001,6,1,gaussian,rand_second,svd,rsvd-gaussian,9.705571901475858e-05,8.869948418214521e-15,2.6611871154679893e-15,0.01444012497086078,0.0016877499874681234,0.016127874958328903,40,10
4,10,2,2,80,20,40,40,10,80,800,200,160,5120000,6400000,11520000,2,noisy_ring,0.0001,6,1,gaussian,rand_both,rsvd-gaussian,rsvd-gaussian,9.680408699588318e-05,9.675844876867148e-15,3.0907077290859115e-15,0.014641333022154868,0.0016080840141512454,0.016249417036306113,40,10
