chi,eta,d,p,n1,n2,n3,k1,k2,first_rows,first_cols,second_rows,second_cols,first_cost_model,second_cost_model,local_cost_model,lx,mode,rel_error,runtime_s,max_local_error,mean_local_error,max_first_iso_defect,max_second_iso_defect,trial,ensemble,noise,oversample,n_power,sketch
4,8,2,2,64,16,32,32,8,64,512,128,128,2097152,2097152,4194304,8,det,0.00027297999147958974,0.11588675004895777,9.68221048301523e-05,9.651268608155942e-05,8.786234609691856e-15,3.434448795509401e-15,0,noisy_ring,0.0001,6,1,gaussian
4,8,2,2,64,16,32,32,8,64,512,128,128,2097152,2097152,4194304,8,rand_first,0.00027291065686578606,0.11396729201078415,9.684732122594969e-05,9.648812893256746e-05,9.52458638167687e-15,3.592382268354409e-15,0,noisy_ring,0.0001,6,1,gaussian
4,8,2,2,64,16,32,32,8,64,512,128,128,2097152,2097152,4194304,8,rand_second,0.00027425199358925627,0.07110608404036611,9.723717320209373e-05,9.696246045502147e-05,8.786234609691856e-15,3.029693348434792e-15,0,noisy_ring,0.0001,6,1,gaussian
4,8,2,2,64,16,32,32,8,64,512,128,128,2097152,2097152,4194304,8,rand_both,0.00027435751727153027,0.06929541699355468,9.73226303556741e-05,9.699962172855965e-05,9.52458638167687e-15,4.5846404817094815e-15,0,noisy_ring,0.0001,6,1,gaussian
4,8,2,2,64,16,32,32,8,64,512,128,128,2097152,2097152,4194304,8,det,0.00027302281743935746,0.11593383399304003,9.685826283548856e-05,9.652795193889276e-05,8.542020486168987e-15,3.47537619144323e-15,1,noisy_ring,0.0001,6,1,gaussian
4,8,2,2,64,16,32,32,8,64,512,128,128,2097152,2097152,4194304,8,rand_first,0.00027297311969405087,0.11364783300086856,9.68944644442692e-05,9.651033501611829e-05,9.179858696649331e-15,3.979432636450565e-15,1,noisy_ring,0.0001,6,1,gaussian
4,8,2,2,64,16,32,32,8,64,512,128,128,2097152,2097152,4194304,8,rand_second,0.0002745015969869655,0.07180079101817682,9.735728501350642e-05,9.705082259109818e-05,8.542020486168987e-15,3.4656889358363266e-15,1,noisy_ring,0.0001,6,1,gaussian
4,8,2,2,64,16,32,32,8,64,512,128,128,2097152,2097152,4194304,8,rand_both,0.00027431955822504933,0.06862716597970575,9.727871116250089e-05,9.69864826194066e-05,9.20702038828257e-15,3.4431296818889803e-15,1,noisy_ring,0.0001,6,1,gaussian
4,8,2,2,64,16,32,32,8,64,512,128,128,2097152,2097152,4194304,8,det,0.00027326368938342837,0.11607595795067027,9.723372079702527e-05,9.661291812278495e-05,8.156124830506746e-15,3.5836558957452175e-15,2,noisy_ring,0.0001,6,1,gaussian
4,8,2,2,64,16,32,32,8,64,512,128,128,2097152,2097152,4194304,8,rand_first,0.0002730683054159124,0.11444262502482161,9.701261768483052e-05,9.654399329619875e-05,9.354883808161917e-15,3.7464338981276e-15,2,noisy_ring,0.0001,6,1,gaussian
4,8,2,2,64,16,32,32,8,64,512,128,128,2097152,2097152,4194304,8,rand_second,0.00027471832367777834,0.0720990410191007,9.774766424841117e-05,9.71272630896552e-05,8.156124830506746e-15,3.706516682712008e-15,2,noisy_ring,0.0001,6,1,gaussian
4,8,2,2,64,16,32,32,8,64,512,128,128,2097152,2097152,4194304,8,rand_both,0.0002744171428961118,0.0699667910230346,9.734446383767565e-05,9.702091218396735e-05,9.529969523111222e-15,3.340810305203862e-15,2,noisy_ring,0.0001,6,1,gaussian
4,8,2,2,64,16,32,32,8,64,512,128,128,2097152,2097152,4194304,10,det,0.0003055321618623742,0.14659566699992865,9.710303972368626e-05,9.661715193576455e-05,7.898589671707817e-15,3.4639385191387476e-15,0,noisy_ring,0.0001,6,1,gaussian
4,8,2,2,64,16,32,32,8,64,512,128,128,2097152,2097152,4194304,10,rand_first,0.0003056050930013636,0.14246158301830292,9.706270340054624e-05,9.664041892455287e-05,9.723727398413749e-15,3.2359677808530714e-15,0,noisy_ring,0.0001,6,1,gaussian
4,8,2,2,64,16,32,32,8,64,512,128,128,2097152,2097152,4194304,10,rand_second,0.000307198833261549,0.0897790829767473,9.76199439231986e-05,9.714421984694766e-05,7.898589671707817e-15,4.067875692071086e-15,0,noisy_ring,0.0001,6,1,gaussian
4,8,2,2,64,16,32,32,8,64,512,128,128,2097152,2097152,4194304,10,rand_both,0.00030695095645653936,0.08947045798413455,9.751104218874933e-05,9.706592018245995e-05,9.386940997212319e-15,3.5408958735753795e-15,0,noisy_ring,0.0001,6,1,gaussian
4,8,2,2,64,16,32,32,8,64,512,128,128,2097152,2097152,4194304,10,det,0.000305533412563227,0.14575220801634714,9.692752300366386e-05,9.661791407546327e-05,7.680589615046321e-15,3.589592433731263e-15,1,noisy_ring,0.0001,6,1,gaussian
4,8,2,2,64,16,32,32,8,64,512,128,128,2097152,2097152,4194304,10,rand_first,0.00030555130170321096,0.14207566698314622,9.687368463545364e-05,9.662367816039611e-05,9.931085415833988e-15,3.748637090205379e-15,1,noisy_ring,0.0001,6,1,gaussian
4,8,2,2,64,16,32,32,8,64,512,128,128,2097152,2097152,4194304,10,rand_second,0.0003070698019636703,0.08926645905012265,9.745745715046286e-05,9.710375392437068e-05,7.680589615046321e-15,3.947026025576705e-15,1,noisy_ring,0.0001,6,1,gaussian
4,8,2,2,64,16,32,32,8,64,512,128,128,2097152,2097152,4194304,10,rand_both,0.0003073712180460459,0.08574825001414865,9.75667136809572e-05,9.71989540135631e-05,9.225911905213376e-15,3.8731831061704296e-15,1,noisy_ring,0.0001,6,1,gaussian
4,8,2,2,64,16,32,32,8,64,512,128,128,2097152,2097152,4194304,10,det,0.00030508557508619104,0.14425762498285621,9.694957791733734e-05,9.647611651988455e-05,8.632120024817579e-15,3.710340245779605e-15,2,noisy_ring,0.0001,6,1,gaussian
4,8,2,2,64,16,32,32,8,64,512,128,128,2097152,2097152,4194304,10,rand_first,0.00030519112078825804,0.14054970804136246,9.692604837355145e-05,9.65096291472129e-05,9.694054876160699e-15,3.6850288225391595e-15,2,noisy_ring,0.0001,6,1,gaussian
4,8,2,2,64,16,32,32,8,64,512,128,128,2097152,2097152,4194304,10,rand_second,0.00030663595723527806,0.0886833340045996,9.752100436664251e-05,9.69663347086352e-05,8.632120024817579e-15,3.2782871262019412e-15,2,noisy_ring,0.0001,6,1,gaussian
4,8,2,2,64,16,32,32,8,64,512,128,128,2097152,2097152,4194304,10,rand_both,0.00030675550285462315,0.08592504198895767,9.731999033786671e-05,9.700432843136469e-05,9.468709638215526e-15,3.3417894365022005e-15,2,noisy_ring,0.0001,6,1,gaussian
